repo_relative_path,file_size_bytes,sha256,original_cluster_path,copied_at_utc
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/COMPILER_ENVIRONMENT.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/COMPILER_ENVIRONMENT.txt,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/F1_C2_R1_SOLVER_QSTAT_FINAL.txt,3446,29cf34ab1a42d41ad2b401b20d33a92fb646dcfcb957a1ec0d92367dea8462f7,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/F1_C2_R1_SOLVER_QSTAT_FINAL.txt,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/F1_C2_R1_SOLVER_TRACEJOB.txt,73,3ac19a264515c875e0613a45752750cb8276c38cef54a740e744efa872ee8bb9,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/F1_C2_R1_SOLVER_TRACEJOB.txt,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/MODE_II_H0_ENDPOINT_CORRECTED_SERIAL_STATUS.json,472,310f4944a6a4ebed6b5244c6cca56ffbdfed7e01704ebcd0a1a8543a38861322,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/MODE_II_H0_ENDPOINT_CORRECTED_SERIAL_STATUS.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/VALIDATION_RESULTS.json,440,93acbbd4d9fae086ee86eadb9ab2056d9676a80db12a4da4f90e0133cd3d90d7,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/VALIDATION_RESULTS.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/SINGLE_NOTCH_EXTRACTION.md,3881,4e6e766886877ade4daaf79c23ec8c79855d23ee8122a32630c3cdcdda9347ce,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/SINGLE_NOTCH_EXTRACTION.md,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/crack_path_sdv15_ge_0p5.csv,3356,494378743182dffd794044a336db33d973bfcc5e7b87ffae24cbc443e21ab49d,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/crack_path_sdv15_ge_0p5.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/energy_history.csv,3791241,820fb66efa6f7fae668c0a15f26a41125d300beac0ac59faa20abef79b7f8ab3,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/energy_history.csv,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/extraction_manifest.json,931,c8f3fa141dffd1d21a8fce5bcb69e41d274dac55988e2da4a0055d9e7c5efa9c,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/extraction_manifest.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/field_output_inventory.json,556,2778ce24dca7ca2de581197151346df9efc385cea0d545fa8a92492f451efc4a,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/field_output_inventory.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/history_output_inventory.json,1432,0fb785c3ca1a774a74c8134c0e62ce1a73ee499b7375c53be4077057797746a3,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/history_output_inventory.json,2026-07-28T06:49:00Z
runs/hpc/stage_f/mode_ii_h0_endpoint_corrected/replacement_r1/evidence/1379393.mmaster02/extracted/irreversibility_summary.json,240,e2c723ed016fa713661478ee89b5d2393a1fc3284099c8affe0d059bf3b3ff70,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h0_endpoint_corrected/1379393.mmaster02/extracted/irreversibility_summary.json,2026-07-28T06:49:00Z
