repo_relative_path,file_size_bytes,sha256,original_cluster_path,copied_at_utc
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/COMPILER_ENVIRONMENT.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/COMPILER_ENVIRONMENT.txt,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/crack_path_sdv15_ge_0p5.csv,17253,2b950568b902d40605621bf06f00cc34f1d833a1d2c125ec7ddc9f1b53d10a13,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/crack_path_sdv15_ge_0p5.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/energy_history.csv,31,f42c4ae9d34606cf3542381d9bd5248eb53f72febcffe6b39d36e80b5a05a0a6,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/energy_history.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/extraction_manifest.json,931,c8f3fa141dffd1d21a8fce5bcb69e41d274dac55988e2da4a0055d9e7c5efa9c,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/extraction_manifest.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/field_output_inventory.json,510,413af900d7960684801bfa3f68ab6947dc3ca835a04952f7942412fbd6960fc5,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/field_output_inventory.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/history_output_inventory.json,36,fd39b9f8b6b70ac7d5300a5b8d427f513b16fa6dfe80dab60c663d3dd6baa160,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/history_output_inventory.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/irreversibility_summary.json,240,b3befea1786cbb95f83a67fe4ea025a1e5fc0d0294ce48a20bb94f17c6e3bfad,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/irreversibility_summary.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/job_status.json,130,b693d76235906b28bf70d3ee8705b1c6efaa2e32a76c2a9e731bfd4618673620,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/job_status.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/matched_state_01_Step-1_frame_0020_contour_sdv14_sdv15_sdv16.csv,7424382,631de5194dbd11753c244c99b121e9ba4c6658b588f1fd88dd929ad8d88fe25d,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/matched_state_01_Step-1_frame_0020_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/matched_state_02_Step-1_frame_0050_contour_sdv14_sdv15_sdv16.csv,6543367,bd6d79ec9993bcc478d2e718b130126deabf7c0bcd1f4abdc4c1df7762362c87,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/matched_state_02_Step-1_frame_0050_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/matched_state_03_Step-2_frame_0004_contour_sdv14_sdv15_sdv16.csv,7249478,9afed9f674364c49ab0186f833b0986398cb07d13ead87c9a608861ee4830c90,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/matched_state_03_Step-2_frame_0004_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/matched_state_04_Step-2_frame_0008_contour_sdv14_sdv15_sdv16.csv,7231555,2288c30ee1b62a3593401a754dcb92a24bea5788627a4ae0233d77cb541525ca,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/matched_state_04_Step-2_frame_0008_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/matched_states.csv,716,c408cbf542142cb9bbbc6096f244cd47955134a7dd759af2b9a99dbff834aa21,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/matched_states.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/phase_bounds_summary.json,96,fb141808b48e1e10f70cbc2fe0e4ee4c4357a8127c318522642a7e3be6665d41,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/phase_bounds_summary.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/resource_summary.json,531,c9a244a5fbc4b316a9147791991fb90ed2e397a7db7d95e4b429138ec68bab4a,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/resource_summary.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/rf1_u1_curve.csv,19936,24b3f2e6580f965b66d3227ec6d98cc1e54c756c12b1f167c7f3ec7b25c87d5e,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/rf1_u1_curve.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379482.mmaster02/extracted/runtime_output_inventory.json,743,1a6db85859f2fc364dc9f2314fea28ec42dd5d755107628badf13d7da2bb15ea,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u020/1379482.mmaster02/extracted/runtime_output_inventory.json,2026-07-29T03:22:18Z
