repo_relative_path,file_size_bytes,sha256,original_cluster_path,copied_at_utc
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/COMPILER_ENVIRONMENT.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/COMPILER_ENVIRONMENT.txt,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/crack_path_sdv15_ge_0p5.csv,12398,c98057fe7b8cb0023c536f9bed09fad84d313831ba482222c5b4f87ad97fee74,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/crack_path_sdv15_ge_0p5.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/energy_history.csv,31,f42c4ae9d34606cf3542381d9bd5248eb53f72febcffe6b39d36e80b5a05a0a6,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/energy_history.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/extraction_manifest.json,931,c8f3fa141dffd1d21a8fce5bcb69e41d274dac55988e2da4a0055d9e7c5efa9c,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/extraction_manifest.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/field_output_inventory.json,510,413af900d7960684801bfa3f68ab6947dc3ca835a04952f7942412fbd6960fc5,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/field_output_inventory.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/history_output_inventory.json,36,fd39b9f8b6b70ac7d5300a5b8d427f513b16fa6dfe80dab60c663d3dd6baa160,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/history_output_inventory.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/irreversibility_summary.json,239,5351114406a0c2889ef7d4d7c1b2d5eb3e462f6f0192aaebbe98e0d001a443ff,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/irreversibility_summary.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/job_status.json,130,20e977a46cb8a71697915bcd5846f96973012b70628b4740ff563622019a6cb4,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/job_status.json,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/matched_state_01_Step-1_frame_0020_contour_sdv14_sdv15_sdv16.csv,7424382,631de5194dbd11753c244c99b121e9ba4c6658b588f1fd88dd929ad8d88fe25d,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/matched_state_01_Step-1_frame_0020_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/matched_state_02_Step-1_frame_0050_contour_sdv14_sdv15_sdv16.csv,6543367,bd6d79ec9993bcc478d2e718b130126deabf7c0bcd1f4abdc4c1df7762362c87,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/matched_state_02_Step-1_frame_0050_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
runs/hpc/stage_f/mode_ii_h1_endpoint_sweep/evidence/1379481.mmaster02/extracted/matched_state_03_Step-2_frame_0004_contour_sdv14_sdv15_sdv16.csv,7249478,9a194e6fa5a073db43752e374158b9eeca402af1bfb7b12a615bffd3196ce1d9,/home/pr21vyci/adaptive-remeshing-evidence/stage_f/mode_ii_h1_endpoint_sweep/u015/1379481.mmaster02/extracted/matched_state_03_Step-2_frame_0004_contour_sdv14_sdv15_sdv16.csv,2026-07-29T03:22:18Z
